riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs150793926-G	4E-8	-	0.069	1.04	-	[1.07-28.52]	CACNB4	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	2:151924550	29495422	"Xu H"
rs75330306-A	7E-6	-	0.061	1.03	-	[1.07-32.78]	RFTN2,MARS2	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	2:197681140	29495422	"Xu H"
rs139236944-G	9E-6	-	0.061	1.03	-	[1.07-32.64]	BOLL	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	2:197781302	29495422	"Xu H"
rs4487073-C	5E-6	-	0.568	2.03	-	[2.31-1.97]	PARD3B,DSTNP5	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	2:204381983	29495422	"Xu H"
rs7627580-G	3E-6	-	0.622	1.39	-	[1.21-1.61]	ARHGEF3	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	3:56763740	29495422	"Xu H"
rs1846594-A	4E-9	-	0.5589	1.49	-	[1.29-1.71]	BOC,NEPRO-AS1	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	3:113197356	29495422	"Xu H"
rs35548982-GT	3E-6	-	0.918	1.96	-	[1.45-2.66]	AADACL2-AS1	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	3:151671416	29495422	"Xu H"
rs2649734-A	6E-6	-	0.611	1.41	-	[1.22-1.62]	SLC66A1LP	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	3:157629851	29495422	"Xu H"
rs142971575-CTTAAT	4E-6	-	0.074	1.05	-	[1.08-20.22]	FGF12	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	3:192461558	29495422	"Xu H"
rs2244757-T	7E-6	-	0.963	15.04	-	[26.82-1.07]	CCDC149	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	4:24885769	29495422	"Xu H"
rs72654150-T	3E-6	-	0.048	1.03	-	[1.05-40.45]	SPARCL1,DSPP	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	4:87602425	29495422	"Xu H"
rs114108584-T	9E-6	-	0.055	1.03	-	[1.06-35.71]	LINC02509	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	4:176900833	29495422	"Xu H"
rs4701446-G	3E-6	-	0.231	1.2	-	[1.3-5.98]	Metazoa_SRP,CDH10	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	5:24478717	29495422	"Xu H"
rs11742119-T	5E-6	-	0.041	1.02	-	[1.04-65.16]	MEF2C-AS1,LINC02161	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	5:89484828	29495422	"Xu H"
rs6556795-G	1E-6	-	0.602	1.36	-	[1.18-1.57]	LINC03000	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	5:165040486	29495422	"Xu H"
rs192183165-T	9E-6	-	0.301	1.44	-	[1.25-1.66]	PHACTR1	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	6:12928618	29495422	"Xu H"
rs140644323-G	9E-6	-	0.032	1.01	-	[1.03-74.47]	SASH1,SAMD5	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	6:148266100	29495422	"Xu H"
rs149215314-C	7E-6	-	0.024	2.09	-	[1.44-3.02]	FAM120B	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	6:170392743	29495422	"Xu H"
rs10272945-C	6E-6	-	0.1	1.05	-	[1.11-19.63]	NXPH1,GAPDHP68	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	7:9566646	29495422	"Xu H"
rs74676849-G	7E-7	-	0.053	2.03	-	[1.58-2.62]	THSD7A,TMEM106B	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	7:11849866	29495422	"Xu H"
chr7:92177567-AT	7E-6	-	0.069	1.74	-	[1.37-2.19]	-	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	-	29495422	"Xu H"
rs11765910-T	3E-6	-	0.126	1.28	-	[1.06-1.55]	NDUFB9P2,CAPZA1P4	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	7:131880791	29495422	"Xu H"
rs4341082-C	5E-7	-	0.469	1.62	-	[1.88-2.62]	MGAM	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	7:142060046	29495422	"Xu H"
rs73462438-G	5E-6	-	0.019	2.41	-	[1.62-3.6]	TCAF1,OR2F2	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	7:143921954	29495422	"Xu H"
rs17052317-G	5E-6	-	0.038	1.94	-	[1.44-2.62]	ADAM7-AS1	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	8:24659711	29495422	"Xu H"
rs140035275-T	7E-6	-	0.016	2.44	-	[1.59-3.75]	RALY	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	20:34064997	29495422	"Xu H"
rs114241858-C	7E-6	-	0.055	1.71	-	[1.32-2.22]	LINC03079,LINC00494	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	20:48320406	29495422	"Xu H"
rs73308970-A	9E-6	-	0.082	1.06	-	[1.09-18.94]	MIR124-3,HAR1A	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	20:63142105	29495422	"Xu H"
chr10:45742058-G	2E-6	-	0.266	1.24	-	[1.36-5.23]	-	"Idiopathic dilated cardiomyopathy"	"idiopathic dilated cardiomyopathy"	-	GCST005588	-	29495422	"Xu H"
rs171408-G	1E-11	-	0.22	1.32	-	[1.22-1.43]	LMCD1-AS1,LMCD1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	3:8567234	26301497	"Dina C"
rs12465515-C	3E-11	-	0.34	1.25	-	[1.18-1.33]	TESHL	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	2:217029680	26301497	"Dina C"
rs62229266-T	1E-8	-	0.36	1.22	-	[1.14-1.30]	SETD4,CBR3-AS1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	21:36087973	26301497	"Dina C"
rs11705555-C	1E-8	-	0.26	1.23	-	[1.15-1.33]	MN1,PITPNB	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	22:27810924	26301497	"Dina C"
rs216205-T	2E-8	-	0.74	1.24	-	[1.15-1.33]	SMG6	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	17:2292856	26301497	"Dina C"
rs17767392-T	2E-8	-	0.25	1.23	-	[1.15-1.32]	SIPA1L1-AS1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	14:71298060	26301497	"Dina C"
rs1879734-T	1E-7	-	0.28	1.23	-	[1.14-1.33]	GLIS1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	1:53673181	26301497	"Dina C"
rs11962845-A	8E-6	-	0.16	1.23	-	[1.12-1.34]	LINC01013	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST003094	6:132076762	26301497	"Dina C"
rs870142-A	3E-10	(ASD)	0.228	1.456	-	[NR]	STX18-AS1	"Congenital heart disease"	"congenital heart disease"	-	GCST002035	4:4646320	23708191	"Cordell HJ"
rs12186641-?	7E-6	(VSD)	0.071	1.676	-	[NR]	HMGB1P47,RNA5SP182	"Congenital heart disease"	"congenital heart disease"	-	GCST002035	5:51868281	23708191	"Cordell HJ"
rs185531658-?	5E-9	-	NR	2.16	-	[1.67-2.80]	KCNN2,YTHDC2	"Congenital heart disease"	"congenital heart disease"	-	GCST011989	5:113800824	33201861	"Lahm H"
rs112998238-?	4E-7	-	NR	-	-	-	PPP1R12B	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	1:202408735	34461747	"Yu M"
rs61820924-?	7E-7	-	NR	-	-	-	SYT2	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	1:202658718	34461747	"Yu M"
rs199723025-A	5E-8	-	0.05	1.69	-	[1.4-2.04]	KDM5B,SYT2	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	1:202712601	34461747	"Yu M"
chr2:217041523-?	8E-6	-	NR	-	-	-	-	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	-	34461747	"Yu M"
rs2372946-?	4E-7	-	NR	-	-	-	TESHL	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	2:217053159	34461747	"Yu M"
rs6435957-?	4E-6	-	NR	-	-	-	TESHL	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	2:217013486	34461747	"Yu M"
rs7595393-G	5E-10	-	0.38	1.31	-	[1.2-1.42]	TESHL	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	2:217006531	34461747	"Yu M"
rs11779480-?	3E-7	-	NR	-	-	-	MSRA	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	8:10362685	34461747	"Yu M"
rs56028519-A	1E-7	-	0.74	1.29	-	[1.17-1.41]	MSRA	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	8:10341263	34461747	"Yu M"
rs4802272-A	7E-7	-	0.55	1.24	-	[1.14-1.34]	FBXO46,MEIOSIN	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90038453	19:45732692	34461747	"Yu M"
rs1176869-?	9E-7	-	NR	1.350929	-	[1.198098-1.523256]	LINC02315,FBXO33	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	14:40807221	28468790	"Agopian AJ"
rs17111230-?	1E-6	-	NR	1.300763	-	[1.170317-1.445749]	LINC02315,FBXO33	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	14:40922047	28468790	"Agopian AJ"
rs1000613-?	9E-6	-	NR	1.359983	-	[1.187076-1.558076]	NIHCOLE,RNU6-334P	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	5:104604349	28468790	"Agopian AJ"
rs56409046-?	3E-7	-	NR	1.338672	-	[1.197921-1.49596]	HULC,OFCC1	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	6:9320073	28468790	"Agopian AJ"
rs13285621-?	8E-6	-	NR	1.277448	-	[1.147618-1.421966]	RNA5SP286,DPP3P2	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	9:73601791	28468790	"Agopian AJ"
rs11816084-?	3E-6	-	NR	1.363621	-	[1.197078-1.553335]	KRT8P37,CHCHD3P1	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	10:8519464	28468790	"Agopian AJ"
rs66678247-?	1E-6	-	NR	1.695341	-	[1.368477-2.100277]	ATOSBP1,DRD3	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	3:114227412	28468790	"Agopian AJ"
rs1430128-?	8E-6	-	NR	1.463883	-	[1.238378-1.730452]	DIRC3	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	2:217668617	28468790	"Agopian AJ"
rs11895588-?	7E-7	-	NR	1.8365135	-	[1.44-2.34]	LRP1B	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	2:141204588	28468790	"Agopian AJ"
rs4688406-?	4E-6	-	NR	1.2928599	-	[1.16-1.44]	SYNPR-AS1,SYNPR	"Congenital heart disease (inherited effect)"	"congenital heart disease"	-	GCST004718	3:63495718	28468790	"Agopian AJ"
rs146189703-?	1E-6	-	NR	1.0117474	-	[1.01-1.02]	TSEN2P1,ADAM29	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	4:175023930	28468790	"Agopian AJ"
rs13011467-?	6E-6	-	NR	1.4504842	-	[1.23-1.7]	EXTL2P1,LNPK	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	2:175845357	28468790	"Agopian AJ"
rs1217752-?	2E-6	-	NR	1.079766	-	[1.04621-1.114399]	MAP1B,CARTPT	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	5:71956619	28468790	"Agopian AJ"
rs2844660-?	1E-6	-	NR	1.365322	-	[1.204119-1.548106]	LINC02570,RN7SKP186	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	6:30855983	28468790	"Agopian AJ"
rs28549925-?	2E-6	-	NR	1.161366	-	[1.091756-1.235414]	AHR	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	7:16931967	28468790	"Agopian AJ"
rs75661265-?	5E-7	-	NR	1.176603	-	[1.104347-1.253586]	RNA5SP267,TOX-DT	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	8:59275232	28468790	"Agopian AJ"
rs78642028-?	2E-6	-	NR	1.656935	-	[1.346536-2.038886]	DCAF4L2,SOX5P1	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	8:87811731	28468790	"Agopian AJ"
rs4885216-?	8E-6	-	NR	1.109866	-	[1.060398-1.161642]	RIOK3P1,LINC00347	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	13:74642067	28468790	"Agopian AJ"
rs9586881-?	5E-6	-	NR	1.067919	-	[1.038363-1.098317]	LINC00373	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	13:88185775	28468790	"Agopian AJ"
rs1245314-?	9E-7	-	NR	1.121056	-	[1.071209-1.173223]	MIR4307HG,NOVA1-DT	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	14:27023434	28468790	"Agopian AJ"
rs12716944-?	6E-6	-	NR	1.290455	-	[1.156036-1.440503]	MPHOSPH6-DT,CDH13	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	16:82445019	28468790	"Agopian AJ"
rs7212330-?	2E-6	-	NR	1.4171551	-	[1.23-1.64]	ASGR2,CLEC10A	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	17:7100096	28468790	"Agopian AJ"
rs11623400-?	8E-6	-	NR	1.012026	-	[1.006737-1.017342]	CTSG	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	14:24575006	28468790	"Agopian AJ"
rs1450832-?	5E-6	-	NR	1.100131	-	[1.055959-1.14615]	FOXP2	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	7:114223329	28468790	"Agopian AJ"
rs35611996-?	3E-6	-	NR	1.008695	-	[1.005028-1.012374]	IQCJ-SCHIP1,SCHIP1	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	3:159298001	28468790	"Agopian AJ"
rs9870274-?	7E-6	-	NR	1.08651	-	[1.047867-1.126578]	IQCJ-SCHIP1,IQCJ	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	3:159090176	28468790	"Agopian AJ"
rs1941023-?	4E-7	-	NR	1.250764	-	[1.146796-1.364159]	MS4A12,MS4A13	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	11:60508428	28468790	"Agopian AJ"
rs73242632-?	8E-6	-	NR	1.969446	-	[1.46-2.65]	POLR2B	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	4:57027604	28468790	"Agopian AJ"
rs1514658-?	8E-6	-	NR	1.508177	-	[1.259539-1.805898]	PRSS12	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	4:118330002	28468790	"Agopian AJ"
rs56171387-?	4E-6	-	NR	1.0596397	-	[1.03-1.09]	TMEM104	"Congenital heart disease (maternal effect)"	"congenital heart disease"	-	GCST004721	17:74829334	28468790	"Agopian AJ"
rs12406058-A	1E-10	-	0.04	1.52	-	-	LINC02869	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	1:218495537	35245370	"Roselli C"
rs12713274-A	3E-9	-	0.76	1.18	-	-	SPTBN1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	2:54621591	35245370	"Roselli C"
rs13399995-C	4E-10	-	0.36	1.17	-	-	TESHL	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	2:217032818	35245370	"Roselli C"
rs165177-T	2E-9	-	0.27	1.17	-	-	LMCD1-AS1,LMCD1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	3:8561557	35245370	"Roselli C"
rs34871776-T	1E-9	-	0.48	1.15	-	-	KRT18P17,TMEM40	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	3:12773870	35245370	"Roselli C"
rs12573386-C	5E-9	-	0.63	1.16	-	-	RBM20	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	10:110816801	35245370	"Roselli C"
rs17099139-C	3E-11	-	0.73	1.19	-	-	BAG3	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	10:119659975	35245370	"Roselli C"
rs10774625-G	4E-9	-	0.49	1.15	-	-	ATXN2	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	12:111472415	35245370	"Roselli C"
rs2555005-A	1E-8	-	0.5	1.15	-	-	TBX5	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	12:114402286	35245370	"Roselli C"
rs57355895-C	1E-9	-	0.12	1.24	-	-	RPS10P21,RPL18AP17	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	13:72228233	35245370	"Roselli C"
rs11852134-A	8E-9	-	0.51	1.14	-	-	LTBP2,AREL1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	14:74635279	35245370	"Roselli C"
rs35828350-A	2E-13	-	0.28	1.21	-	-	ZNF592,ALPK3	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	15:84812610	35245370	"Roselli C"
rs13334552-A	7E-10	-	0.26	1.18	-	-	LINC02185,ERCC4	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	16:13982112	35245370	"Roselli C"
rs55674920-G	6E-10	-	0.84	1.22	-	-	DHX8,MEOX1	"Mitral valve prolapse"	"Mitral valve prolapse"	-	GCST90096803	17:43640059	35245370	"Roselli C"
rs55877192-G	1E-9	-	NR	0.42	-	-	CAPN11	"Obstructive heart defect"	"congenital heart disease"	-	GCST90131426	6:44161476	35451555	"Rashkin SR"
rs113920486-G	9E-6	-	NR	0.23	-	-	LNCAROD	"Obstructive heart defect"	"congenital heart disease"	-	GCST90131426	10:52539853	35451555	"Rashkin SR"
rs2360743-T	7E-13	-	NR	0.02	-	-	SLC44A2	"Obstructive heart defect"	"congenital heart disease"	-	GCST90131426	19:10625838	35451555	"Rashkin SR"
rs5913271-A	2E-6	-	NR	0.27	-	-	HNRNPH3P1,TENT5D	"Obstructive heart defect"	"congenital heart disease"	-	GCST90131426	X:80475711	35451555	"Rashkin SR"
rs188255766-T	5E-7	-	NR	0.41	-	-	LINCADL,AP3S1	"Obstructive heart defect"	"congenital heart disease"	-	GCST90131427	5:115946361	35451555	"Rashkin SR"
rs6702619-T	7E-25	-	0.6016	-	"0.08798 unit decrease"	[0.073-0.103]	LINC01708	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	1:99580690	39024449	"Verma A"
rs4970836-G	4E-12	-	0.3157	-	"0.06635 unit decrease"	[0.049-0.084]	CELSR2,PSRC1	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	1:109279175	39024449	"Verma A"
rs1852687-G	6E-19	-	0.4744	-	"0.0722 unit increase"	[0.055-0.089]	TEX41	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	2:145049848	39024449	"Verma A"
rs2421649-A	1E-12	-	0.5362	-	"0.06084 unit decrease"	[0.045-0.076]	MECOM	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	3:169479545	39024449	"Verma A"
rs117202424-G	1E-15	-	0.9592	-	"0.1513 unit decrease"	[0.12-0.18]	CEP85L	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	6:118500543	39024449	"Verma A"
rs10455872-A	1E-62	-	0.9449	-	"0.2607 unit decrease"	[0.24-0.28]	LPA	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	6:160589086	39024449	"Verma A"
rs7804293-T	8E-13	-	0.7631	-	"0.0653 unit increase"	[0.046-0.084]	CDK6	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	7:92658535	39024449	"Verma A"
rs174564-A	9E-14	-	0.6832	-	"0.06389 unit increase"	[0.046-0.082]	FADS1,FADS2	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90480123	11:61820833	39024449	"Verma A"
rs7864171-G	4E-16	-	0.6094	-	"0.08092 unit decrease"	[0.063-0.099]	AOPEP	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	9:94960984	39024449	"Verma A"
rs10883886-T	7E-19	-	0.8043	-	"0.1045 unit increase"	[0.079-0.13]	NEURL1	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	10:103578237	39024449	"Verma A"
rs34219605-A	3E-23	-	0.8682	-	"0.1441 unit increase"	[0.11-0.18]	RN7SL38P,KNOP1P1	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	12:24607522	39024449	"Verma A"
rs12426691-C	4E-11	-	0.5596	-	"0.06385 unit increase"	[0.044-0.084]	RN7SL734P,SNORA70	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	12:75844266	39024449	"Verma A"
rs2738413-A	3E-20	-	0.4165	-	"0.09162 unit increase"	[0.07-0.113]	ESR2,SYNE2	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	14:64213242	39024449	"Verma A"
rs7172038-T	4E-15	-	0.7957	-	"0.09425 unit decrease"	[0.073-0.115]	REC114,HCN4	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	15:73374914	39024449	"Verma A"
rs2359171-T	1E-43	-	0.8163	-	"0.1651 unit decrease"	[0.15-0.18]	ZFHX3	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	16:73019123	39024449	"Verma A"
rs4818019-T	2E-11	-	0.5229	-	"0.06314 unit increase"	[0.044-0.082]	BRWD1-AS1	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	21:39322530	39024449	"Verma A"
rs4074536-T	1E-20	-	0.6711	-	"0.09515 unit increase"	[0.073-0.117]	CASQ2	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	1:115768346	39024449	"Verma A"
rs11588763-C	8E-26	-	0.7621	-	"0.1145 unit decrease"	[0.096-0.133]	KCNN3	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	1:154841108	39024449	"Verma A"
rs12122060-T	2E-22	-	0.9051	-	"0.1437 unit decrease"	[0.12-0.17]	LINC01681	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	1:170224718	39024449	"Verma A"
rs871298-C	5E-21	-	0.4652	-	"0.08981 unit increase"	[0.07-0.11]	PPFIA4	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	1:203070474	39024449	"Verma A"
rs74181299-T	9E-14	-	0.5711	-	"0.07261 unit increase"	[0.052-0.093]	CEP68	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	2:65056838	39024449	"Verma A"
rs13143308-T	7E-207	-	0.2567	-	"0.3233 unit increase"	[0.3-0.35]	LINC01438	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	4:110793263	39024449	"Verma A"
rs542777476-C	1E-22	-	0.8566	-	"0.1265 unit decrease"	[0.1-0.15]	RNU6-1148P,WNT8A	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	5:138070554	39024449	"Verma A"
rs146462216-G	4E-14	-	0.8143	-	"0.08857 unit decrease"	[0.068-0.109]	NR3C1,RNU7-156P	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	5:143445440	39024449	"Verma A"
rs59430691-G	3E-24	-	0.8587	-	"0.1418 unit increase"	[0.11-0.17]	ATXN1	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	6:16414322	39024449	"Verma A"
rs730506-G	1E-15	-	0.7863	-	"0.09461 unit increase"	[0.07-0.12]	CDKN1A,DINOL	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	6:36678191	39024449	"Verma A"
rs9481816-T	3E-20	-	0.7731	-	"0.1066 unit decrease"	[0.086-0.127]	CEP85L	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	6:118491240	39024449	"Verma A"
rs3807989-A	7E-16	-	0.4558	-	"0.07729 unit decrease"	[0.06-0.094]	CAV1	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	7:116546187	39024449	"Verma A"
rs12671258-G	3E-12	-	0.878	-	"0.09863 unit decrease"	[0.074-0.123]	SPAM1,TMEM229A	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	7:123990012	39024449	"Verma A"
rs62518433-G	7E-13	-	0.9443	-	"0.1391 unit decrease"	[0.11-0.17]	RN7SKP155,FBXO32	"Atrial flutter (PheCode 427.22)"	"atrial flutter"	-	GCST90480169	8:123557907	39024449	"Verma A"
chr2:145811836-A	3E-22	-	0.4442	-	"0.07938 unit increase"	[0.063-0.096]	-	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90475913	-	39024449	"Verma A"
chr7:22766221-A	3E-11	-	0.4146	-	"0.05584 unit increase"	[0.039-0.073]	-	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90475913	-	39024449	"Verma A"
chr7:92254856-C	4E-15	-	0.7351	-	"0.07456 unit increase"	[0.055-0.094]	-	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90475913	-	39024449	"Verma A"
chr11:61557803-T	1E-14	-	0.6598	-	"0.06698 unit increase"	[0.05-0.084]	-	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90475913	-	39024449	"Verma A"
chr22:38105810-C	2E-12	-	0.4079	-	"0.06097 unit decrease"	[0.044-0.078]	-	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90475913	-	39024449	"Verma A"
rs10455872-A	2E-66	-	0.9313	-	"0.2625 unit decrease"	[0.23-0.29]	LPA	"Heart valve disorders (PheCode 395)"	"heart valve disease"	-	GCST90475913	6:160589086	39024449	"Verma A"
