riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs676210-G	2E-17	(EA)	0.785	-	"0.047 unit increase"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21008652	29507422	"Hoffmann TJ"
rs676210-G	9E-12	-	NR	-	"0.034 unit increase"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21008652	29507422	"Hoffmann TJ"
rs1041968-G	3E-94	(EA)	0.511	-	"0.094 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21009932	29507422	"Hoffmann TJ"
rs1041968-G	5E-7	(Hispanic)	0.675	-	"0.085 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21009932	29507422	"Hoffmann TJ"
rs1041968-G	7E-104	-	NR	-	"0.094 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21009932	29507422	"Hoffmann TJ"
rs533617-T	2E-30	(EA)	0.96	-	"0.133 unit increase"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21011100	29507422	"Hoffmann TJ"
rs533617-T	4E-32	-	NR	-	"0.133 unit increase"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21011100	29507422	"Hoffmann TJ"
rs673548-G	1E-17	(EA)	0.785	-	"0.048 unit increase"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21014672	29507422	"Hoffmann TJ"
rs673548-G	1E-11	-	NR	-	"0.034 unit increase"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21014672	29507422	"Hoffmann TJ"
rs1367117-G	5E-109	(EA)	0.688	-	"0.109 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21041028	29507422	"Hoffmann TJ"
rs1367117-G	4E-11	(Hispanic)	0.723	-	"0.11 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21041028	29507422	"Hoffmann TJ"
rs1367117-G	2E-125	-	NR	-	"0.109 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21041028	29507422	"Hoffmann TJ"
rs934198-G	3E-88	(EA)	0.677	-	"0.097 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21055901	29507422	"Hoffmann TJ"
rs934198-G	2E-8	(Hispanic)	0.716	-	"0.092 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21055901	29507422	"Hoffmann TJ"
rs934198-G	3E-101	-	NR	-	"0.097 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21055901	29507422	"Hoffmann TJ"
rs515135-T	2E-115	(EA)	0.192	-	"0.132 unit decrease"	-	TDRD15,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21063185	29507422	"Hoffmann TJ"
rs515135-T	5E-10	(Hispanic)	0.196	-	"0.117 unit decrease"	-	TDRD15,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21063185	29507422	"Hoffmann TJ"
rs515135-T	3E-112	-	NR	-	"0.119 unit decrease"	-	TDRD15,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21063185	29507422	"Hoffmann TJ"
rs563290-G	8E-117	(EA)	0.191	-	"0.133 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21065354	29507422	"Hoffmann TJ"
rs563290-G	4E-14	(Hispanic)	0.178	-	"0.147 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21065354	29507422	"Hoffmann TJ"
rs563290-G	3E-130	-	NR	-	"0.131 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21065354	29507422	"Hoffmann TJ"
rs562338-A	5E-115	(EA)	0.192	-	"0.132 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21065449	29507422	"Hoffmann TJ"
rs562338-A	1E-13	(Hispanic)	0.177	-	"0.145 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21065449	29507422	"Hoffmann TJ"
rs72875462-C	3E-25	(EA)	0.933	-	"0.096 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43852171	29507422	"Hoffmann TJ"
rs72875462-C	1E-25	-	NR	-	"0.088 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43852171	29507422	"Hoffmann TJ"
rs2710642-G	2E-8	(EA)	0.349	-	"0.027 unit decrease"	-	EHBP1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:62922422	29507422	"Hoffmann TJ"
rs2710642-G	2E-9	-	NR	-	"0.026 unit decrease"	-	EHBP1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:62922422	29507422	"Hoffmann TJ"
rs72838078-G	2E-10	(EA)	0.92	-	"0.054 unit increase"	-	INSIG2,RN7SL111P	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:118040166	29507422	"Hoffmann TJ"
rs72838078-G	2E-11	-	NR	-	"0.054 unit increase"	-	INSIG2,RN7SL111P	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:118040166	29507422	"Hoffmann TJ"
rs10490626-G	3E-10	(EA)	0.92	-	"0.054 unit increase"	-	INSIG2,RN7SL111P	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:118078265	29507422	"Hoffmann TJ"
rs10490626-G	3E-11	-	NR	-	"0.054 unit increase"	-	INSIG2,RN7SL111P	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:118078265	29507422	"Hoffmann TJ"
rs2287623-G	9E-7	(EA)	0.403	-	"0.023 unit increase"	-	ABCB11	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:168973645	29507422	"Hoffmann TJ"
rs2287623-G	7E-8	-	NR	-	"0.023 unit increase"	-	ABCB11	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:168973645	29507422	"Hoffmann TJ"
rs2287621-G	8E-7	(EA)	0.37	-	"0.024 unit increase"	-	ABCB11	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:168974005	29507422	"Hoffmann TJ"
rs2287621-G	1E-8	-	NR	-	"0.025 unit increase"	-	ABCB11	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:168974005	29507422	"Hoffmann TJ"
rs2350809-T	4E-8	(EA)	0.879	-	"0.039 unit decrease"	-	BMPR2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:202464210	29507422	"Hoffmann TJ"
rs2350809-T	8E-9	-	NR	-	"0.037 unit decrease"	-	BMPR2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:202464210	29507422	"Hoffmann TJ"
rs1699337-G	7E-6	(EA)	0.682	-	"0.023 unit increase"	-	PPARG	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:12408594	29507422	"Hoffmann TJ"
rs1699337-G	3E-7	-	NR	-	"0.024 unit increase"	-	PPARG	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:12408594	29507422	"Hoffmann TJ"
rs1797912-A	4E-10	(EA)	0.63	-	"0.031 unit increase"	-	PPARG	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:12428740	29507422	"Hoffmann TJ"
rs1797912-A	4E-11	-	NR	-	"0.029 unit increase"	-	PPARG	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:12428740	29507422	"Hoffmann TJ"
rs13315871-G	3E-7	(EA)	0.908	-	"0.041 unit increase"	-	PXK	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:58395560	29507422	"Hoffmann TJ"
rs13315871-G	2E-8	-	NR	-	"0.043 unit increase"	-	PXK	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:58395560	29507422	"Hoffmann TJ"
rs28709068-G	4E-7	(EA)	0.913	-	"0.041 unit increase"	-	PXK	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:58419473	29507422	"Hoffmann TJ"
rs28709068-G	1E-8	-	NR	-	"0.044 unit increase"	-	PXK	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:58419473	29507422	"Hoffmann TJ"
rs17404153-G	6E-7	(EA)	0.878	-	"0.035 unit increase"	-	DNAJC13	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:132444356	29507422	"Hoffmann TJ"
rs17404153-G	5E-7	-	NR	-	"0.032 unit increase"	-	DNAJC13	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	3:132444356	29507422	"Hoffmann TJ"
chr3:132193076:I-T	5E-8	(EA)	0.888	-	"0.04 unit increase"	-	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	-	29507422	"Hoffmann TJ"
rs2642442-C	6E-16	-	NR	-	"0.037 unit decrease"	-	MTARC1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:220800221	29507422	"Hoffmann TJ"
rs1874124-C	6E-7	(EA)	0.852	-	"0.033 unit increase"	-	MTARC1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:220801995	29507422	"Hoffmann TJ"
rs1874124-C	2E-6	-	NR	-	"0.03 unit increase"	-	MTARC1	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:220801995	29507422	"Hoffmann TJ"
rs7544735-G	9E-6	-	NR	-	"0.021 unit decrease"	-	MTARC1,RNU6ATAC35P	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:220825571	29507422	"Hoffmann TJ"
rs496800-A	2E-17	(EA)	0.477	-	"0.039 unit decrease"	-	LINC01132,LINC00184	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234715469	29507422	"Hoffmann TJ"
rs496800-A	4E-20	-	NR	-	"0.039 unit decrease"	-	LINC01132,LINC00184	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234715469	29507422	"Hoffmann TJ"
rs556107-C	8E-17	(EA)	0.472	-	"0.038 unit decrease"	-	LINC00184,LINC01132	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234717312	29507422	"Hoffmann TJ"
rs556107-C	2E-18	-	NR	-	"0.037 unit decrease"	-	LINC00184,LINC01132	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234717312	29507422	"Hoffmann TJ"
rs557933-A	2E-17	(EA)	0.477	-	"0.039 unit decrease"	-	LINC00184,LINC01132	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234717521	29507422	"Hoffmann TJ"
rs557933-A	9E-20	-	NR	-	"0.038 unit decrease"	-	LINC00184,LINC01132	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234717521	29507422	"Hoffmann TJ"
rs514230-A	2E-16	(EA)	0.476	-	"0.038 unit decrease"	-	LINC00184,LINC01132	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234722850	29507422	"Hoffmann TJ"
rs514230-A	9E-18	-	NR	-	"0.036 unit decrease"	-	LINC00184,LINC01132	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	1:234722850	29507422	"Hoffmann TJ"
rs11899121-G	2E-8	(EA)	0.509	-	"0.026 unit increase"	-	RN7SL140P,RPS16P2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20168212	29507422	"Hoffmann TJ"
rs11899121-G	4E-9	-	NR	-	"0.025 unit increase"	-	RN7SL140P,RPS16P2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20168212	29507422	"Hoffmann TJ"
rs870527-T	8E-9	(EA)	0.517	-	"0.027 unit increase"	-	RN7SL140P,RPS16P2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20169940	29507422	"Hoffmann TJ"
rs870527-T	9E-10	-	NR	-	"0.026 unit increase"	-	RN7SL140P,RPS16P2	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20169940	29507422	"Hoffmann TJ"
rs4564803-G	1E-25	(EA)	0.761	-	"0.056 unit increase"	-	LINC02850,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20982630	29507422	"Hoffmann TJ"
rs4564803-G	2E-19	-	NR	-	"0.043 unit increase"	-	LINC02850,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20982630	29507422	"Hoffmann TJ"
rs13392272-C	3E-78	(EA)	0.526	-	"0.085 unit decrease"	-	APOB,LINC02850	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20994618	29507422	"Hoffmann TJ"
rs13392272-C	1E-6	(Hispanic)	0.607	-	"0.074 unit decrease"	-	APOB,LINC02850	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20994618	29507422	"Hoffmann TJ"
rs13392272-C	3E-87	-	NR	-	"0.084 unit decrease"	-	APOB,LINC02850	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20994618	29507422	"Hoffmann TJ"
rs4665710-A	2E-18	(EA)	0.215	-	"0.049 unit decrease"	-	APOB,LINC02850	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20998163	29507422	"Hoffmann TJ"
rs4665710-A	2E-12	-	NR	-	"0.035 unit decrease"	-	APOB,LINC02850	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:20998163	29507422	"Hoffmann TJ"
rs1042034-C	3E-18	(EA)	0.215	-	"0.048 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21002409	29507422	"Hoffmann TJ"
rs1042034-C	2E-12	-	NR	-	"0.035 unit decrease"	-	APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21002409	29507422	"Hoffmann TJ"
rs562338-A	2E-127	-	NR	-	"0.13 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21065449	29507422	"Hoffmann TJ"
rs668948-G	1E-118	(EA)	0.19	-	"0.135 unit decrease"	-	TDRD15,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21068657	29507422	"Hoffmann TJ"
rs668948-G	4E-14	(Hispanic)	0.175	-	"0.148 unit decrease"	-	TDRD15,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21068657	29507422	"Hoffmann TJ"
rs668948-G	2E-132	-	NR	-	"0.133 unit decrease"	-	TDRD15,APOB	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21068657	29507422	"Hoffmann TJ"
rs541041-G	3E-119	(EA)	0.189	-	"0.135 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21072103	29507422	"Hoffmann TJ"
rs541041-G	4E-14	(Hispanic)	0.174	-	"0.149 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21072103	29507422	"Hoffmann TJ"
rs541041-G	3E-133	-	NR	-	"0.133 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21072103	29507422	"Hoffmann TJ"
rs568938-C	2E-99	(EA)	0.205	-	"0.12 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21080744	29507422	"Hoffmann TJ"
rs568938-C	5E-12	(Hispanic)	0.183	-	"0.133 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21080744	29507422	"Hoffmann TJ"
rs568938-C	7E-110	-	NR	-	"0.118 unit decrease"	-	APOB,TDRD15	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:21080744	29507422	"Hoffmann TJ"
rs13399758-T	6E-7	-	NR	-	"0.043 unit increase"	-	CAD	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27232858	29507422	"Hoffmann TJ"
rs1260326-T	2E-56	(EA)	0.422	-	"0.073 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27508073	29507422	"Hoffmann TJ"
rs1260326-T	5E-10	(Hispanic)	0.368	-	"0.096 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27508073	29507422	"Hoffmann TJ"
rs1260326-T	1E-7	"(East Asian)"	0.478	-	"0.084 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27508073	29507422	"Hoffmann TJ"
rs1260326-T	3E-70	-	NR	-	"0.075 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27508073	29507422	"Hoffmann TJ"
rs780093-T	3E-47	(EA)	0.412	-	"0.067 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27519736	29507422	"Hoffmann TJ"
rs780093-T	2E-8	(Hispanic)	0.369	-	"0.087 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27519736	29507422	"Hoffmann TJ"
rs780093-T	2E-8	"(East Asian)"	0.467	-	"0.089 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27519736	29507422	"Hoffmann TJ"
rs780093-T	1E-60	-	NR	-	"0.069 unit increase"	-	GCKR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:27519736	29507422	"Hoffmann TJ"
rs4299376-G	2E-39	(EA)	0.319	-	"0.064 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43845437	29507422	"Hoffmann TJ"
rs4299376-G	3E-44	-	NR	-	"0.065 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43845437	29507422	"Hoffmann TJ"
rs4953023-G	3E-27	(EA)	0.932	-	"0.099 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43846861	29507422	"Hoffmann TJ"
rs4953023-G	3E-29	-	NR	-	"0.094 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43846861	29507422	"Hoffmann TJ"
rs76866386-T	1E-26	(EA)	0.933	-	"0.099 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43848344	29507422	"Hoffmann TJ"
rs76866386-T	3E-28	-	NR	-	"0.093 unit increase"	-	ABCG8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	2:43848344	29507422	"Hoffmann TJ"
chr3:132193076:I-T	6E-9	-	NR	-	"0.039 unit increase"	-	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	-	29507422	"Hoffmann TJ"
rs13107325-C	1E-9	(EA)	0.925	-	"0.053 unit increase"	-	SLC39A8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	4:102267552	29507422	"Hoffmann TJ"
rs13107325-C	5E-11	-	NR	-	"0.055 unit increase"	-	SLC39A8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	4:102267552	29507422	"Hoffmann TJ"
rs13135092-A	8E-10	(EA)	0.919	-	"0.052 unit increase"	-	SLC39A8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	4:102276925	29507422	"Hoffmann TJ"
rs13135092-A	5E-11	-	NR	-	"0.054 unit increase"	-	SLC39A8	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	4:102276925	29507422	"Hoffmann TJ"
rs1423527-C	2E-51	(EA)	0.592	-	"0.07 unit decrease"	-	HMGCR,ANKRD31	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75306874	29507422	"Hoffmann TJ"
rs1423527-C	3E-6	"(East Asian)"	0.446	-	"0.073 unit decrease"	-	HMGCR,ANKRD31	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75306874	29507422	"Hoffmann TJ"
rs1423527-C	7E-59	-	NR	-	"0.068 unit decrease"	-	HMGCR,ANKRD31	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75306874	29507422	"Hoffmann TJ"
rs7703051-C	4E-57	(EA)	0.615	-	"0.075 unit decrease"	-	ANKRD31,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75329662	29507422	"Hoffmann TJ"
rs7703051-C	9E-8	"(East Asian)"	0.48	-	"0.085 unit decrease"	-	ANKRD31,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75329662	29507422	"Hoffmann TJ"
rs7703051-C	2E-66	-	NR	-	"0.073 unit decrease"	-	ANKRD31,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75329662	29507422	"Hoffmann TJ"
rs10038095-A	3E-57	(EA)	0.616	-	"0.075 unit decrease"	-	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75341886	29507422	"Hoffmann TJ"
rs10038095-A	2E-7	"(East Asian)"	0.484	-	"0.084 unit decrease"	-	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75341886	29507422	"Hoffmann TJ"
rs10038095-A	3E-66	-	NR	-	"0.073 unit decrease"	-	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75341886	29507422	"Hoffmann TJ"
rs3843482-T	1E-57	(EA)	0.622	-	"0.077 unit decrease"	-	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75343434	29507422	"Hoffmann TJ"
rs3843482-T	2E-7	"(East Asian)"	0.49	-	"0.084 unit decrease"	-	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75343434	29507422	"Hoffmann TJ"
rs3843482-T	3E-66	-	NR	-	"0.075 unit decrease"	-	HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75343434	29507422	"Hoffmann TJ"
rs12916-T	5E-59	(EA)	0.591	-	"0.076 unit decrease"	-	CERT1,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75360714	29507422	"Hoffmann TJ"
rs12916-T	8E-8	"(East Asian)"	0.482	-	"0.086 unit decrease"	-	CERT1,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75360714	29507422	"Hoffmann TJ"
rs12916-T	3E-68	-	NR	-	"0.074 unit decrease"	-	CERT1,HMGCR	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75360714	29507422	"Hoffmann TJ"
rs984976-A	1E-45	(EA)	0.603	-	"0.066 unit decrease"	-	ANKDD1B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75615045	29507422	"Hoffmann TJ"
rs984976-A	7E-8	"(East Asian)"	0.466	-	"0.086 unit decrease"	-	ANKDD1B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75615045	29507422	"Hoffmann TJ"
rs984976-A	4E-53	-	NR	-	"0.065 unit decrease"	-	ANKDD1B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75615045	29507422	"Hoffmann TJ"
rs34361-A	1E-26	(EA)	0.358	-	"0.051 unit increase"	-	POC5,ANKDD1B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75676021	29507422	"Hoffmann TJ"
rs34361-A	4E-31	-	NR	-	"0.051 unit increase"	-	POC5,ANKDD1B	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:75676021	29507422	"Hoffmann TJ"
rs4530754-G	3E-6	(EA)	0.443	-	"0.022 unit decrease"	-	CSNK1G3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:123519722	29507422	"Hoffmann TJ"
rs4530754-G	5E-7	-	NR	-	"0.021 unit decrease"	-	CSNK1G3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:123519722	29507422	"Hoffmann TJ"
rs6595460-A	2E-6	(EA)	0.443	-	"0.022 unit decrease"	-	CSNK1G3	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST007143	5:123572774	29507422	"Hoffmann TJ"
